sentiment,text
0,not only do i hate paris hilton for....
1,for as long as I can remember I've wanted Honda....
1,Summer in Seattle is so great that I suppose it is a balance thing.
1,I absolutely love my MacBook Pro.
0,i bet i am the first person ever to comment on your site from london-stinking-england!
1,I love toyota echoes.
1,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
0,"UCLA is stupid, I realized."
1,"P. s., I don't know if you guys know but secretly I love honda jazz scooters..."
1,but the macbook looks so awesome.
1,Some ugly Toyota wanna be Hummer Honda Element.....
0,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable."
1,i love my honda...
0,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency."
1,"i love Kappo Honda, which is across the street.."
1,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)..."
0,UCLA was stupid.
0,"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool."
1,"I love paris hilton, britney spears and jessica simpson."
1,I love MIT so much...
1,"I just wanted to reminded them what that felt like, and to know that UCLA is a very good football team."
0,I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.
1,"I love shanghai, I will be there in 2 years, after I gained some decent working experience here in this shit hole dong guan..."
1,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second..."
1,My Purdue Cal friends are awesome!..
1,"And, yes, UCLA is a good team and well coached ( Dorrell shoed CW a thing or two ), and deserved better..."
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
1,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it.."
0,Seattle sucks......
0,I hate shanghai people mostly they have the most terrible mandarin also very disgusting..
1,I used to like Tom Cruise but the Matt Lauer interview really turned me off.
1,anyways i loved beijing as much as i loved shanghai.
1,"I actually like Purdue and I finally feel like I belong, even though I'm a traditional college student."
1,I miss Purdue right now..
1,now i really really like the HP pavilion DV1608TN.
1,I so want a MacBook.
1,Funny that harvard was almost more stressful than MY AUDITION!
1," I LOVE SHANGHAI VERY MUCH!
I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;
I love Tom Cruise.
I miss good ol UIUC.
I will always remember Shanghai for its abundance of designer knock-off bags and the shitty attitude of its residents.
I hate the exodus of subarus and honda crv's and volvos.
I'd like to talk today about how much I hate Paris Hilton.....
we have a boring as shit blue 2005 toyota carolla.
Honda is excellent,'94 and up.
If God exists, why are morons like Paris Hilton considered beautiful?.(
and the Lakers are suck...
cause obviously toyota dealer is cheating on my feelings..
London is great, the gigs have been awesome-husband has been good, annoying but good �.
I love the San Francisco skyline.
anyways i loved beijing as much as i loved shanghai.
I would love to go Shanghai with sister..
I hate the exodus of subarus and honda crv's and volvos.
I LOVE San Francisco, it is one of my favorite cities.
I loved Boston and MIT so much and still do.
oh! Traffic in Seattle sucks!
Geico would be great, and I really hope that works out.
Tom Cruise sucks.
UCLA was awesome, as expected.
i love my macbook...
I need to pay Geico and a host of other bills but that is neither here nor there.
But I miss Boston.
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...
we need at least ONE beautiful girl at ucla.
Justin Micomonaco of Harvard's Residential Life Programs and a gorgeous gang.
but the macbook looks so awesome.
Seattle sucks though.
i love angelina jolie.
I LOVE GEORGE W BUSH even if i do act like a liberal sometimes, i am a REPUBLICAN.
UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...
well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..
MIT is freaking amazing.
have an awesome time at purdue!..
Toyota is doing some amazing things with fuel economy.
n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say  wait me "" aaa."
1,cause obviously toyota dealer is cheating on my feelings..
1,boston is great: ).
1,or Clippers because chances are Lakers are going to stink it up).
0,THIS SONG SUCKSSSSSSS i hate paris hilton.....
1,i want to see aaa.... > <.
1,But I miss Boston.
1,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!
0,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.
1,But I miss Boston.
1,That Toyota FJ Cruiser is frikking awesome.
0,Seattle sucks!!
1,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..
0,Also MacBook is a dumb name..(
1,anyways i loved beijing as much as i loved shanghai.
1,You'll be able to tell really quick that I like the Dallas Mavericks if you don't know that already!
1,"Honda is excellent,'94 and up."
1,I love ucla.
0,Dallas Mavericks-you guys suck 8.
1,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent."
1,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it.."
1,I thought that Brad Pitt and Angelina Jolie were just awful people for flaunting their relationship in W Magazine right after the Brad and Jennifer break up.
1,I want a tour of London on the back of that bike!
1,"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA..."
0,"Labrynth, Flight of the Navigator, Neverending Story, War Games, Princess Bride, Legend ( although I hate Tom Cruise! ).."
1,"Wow, having XP on my MacBook would be awesome..."
1,Some ugly Toyota wanna be Hummer Honda Element.....
1,I like Tom Cruise and will boycott Paramount Pictures..
0,stupid lakers.....
1,This superb View London Christmas gift basket is...
0,"I really, really hate TOM CRUISE."
1,"In 2002, I got everything I ever wanted � UCLA, best friends, & a boyfriend....."
0,stupid lakers!!!!!!!!!!!
1,I love my 13 year old Toyota!..
0,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.
1,we need at least ONE beautiful girl at ucla.
1,"In a perfect world, positive attitude would solve everything, like Mr. Tom Cruise preaches, but goddamn if this is a perfect world!"
0,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
0,and i blame angelina jolie!
1,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!"
0,"I hated the two Paris Hilton-alikes, blonde, spoiled girls in their 20s who got out their COLOURING BOOKS and FELT TIP PENS and started to colour in pictures of UNICORNS and PRINCESSES."
1,But I love my toyota tacoma.
1,"I asked him if tom cruise was as handsome in real life as he was on film, he said "" yes definatley, though he was much younger then."
0,All san Francisco has are shitty little old apts in this price range...
1,I LOVE the Dallas Mavericks.
1,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)..."
1,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
1,"I love paris hilton, britney spears and jessica simpson."
1,I need to pay Geico and a host of other bills but that is neither here nor there.
1,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
1,I love angelina jolie...
1,"When I contacted the airline-Northwest Airlines-I was blessed to speak with the sweetest, most genuine man in the world-Vincent."
0,stupid lakers should have beat suns.....
0,"Well anyway, there's an HILARIOUS piece about why Boston sucks sometimes called "" Annoying Boston."
0,BOSTON SUCKS!!
1,I loved Boston and MIT so much and still do.
0,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway."
0,stupid LAKERS lost.
1,I loved Boston and MIT so much and still do.
1,I would love to go Shanghai with sister..
1,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)..."
1,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs..."
0,Transtic Nerve danach mit Brille waren rather boring.
1,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second..."
1,The Honda is awesome.
1,"However, I must say, I quite like the Hyundai."
0,PARIS HILTON SUCKS!
1,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
1,and honda elements are assholes...
0,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school."
0,HMPH lousy MIT ppl ahahahaha....
0,Boston SUCKS.
1,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..
0,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..
1,If they are facts we'd like to hear what Hillary Clinton has to say on the growing subject of Pellicano..
1,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!"
1,I LOVE MY TOYOTA COROLLA S! Except...
0,seattle sucks anyways.
1,"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow....."
1,"I detest Barbara Streisand, Diane Feinstein, Hillary Clinton, and Charles Schumer."
1,"Stupid UCLA, deserves a good poking.."
0,I hate Paris Hilton.
1,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
0,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!
1,I love MIT so much...
1,i try to enjoy my time here in san francisco.......
1,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
1,Honda is just awesome....
0,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
1,the fact that i love paris hilton or like the color pink...
1,"San Francisco Coffee rocks, yo!"
1,I like Purdue University's computer lab!..
0,the stupid honda lol or a BUG!..
0,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
0,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.
0,stupid lakers!!!!!!!!!!!
1,the fact that i love paris hilton or like the color pink...
1,"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world."
1,I'm still not sure if I like London.
1,i love seattle..
1,I like Honda...
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
1,I absolutely love AAA's music.
0,Stupid UCLA.
1,I want a tour of London on the back of that bike!
1,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it..."
1,"As much as I love the Lakers and Kobe, I still have to state the facts..."
1,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term."
0,I hate US Airways!..
1,We all know that we love Paris Hilton...
0,Boston SUCKS.
1,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before."
0,我還在用that stupid BOX CAR-HONDA CRX = o = 。 CRAP GAME!..
0,nice and yah seattle fall kinda sucks jelly beans i need to take pics aroun there mostly do stuff over in everrt and on the islands but your good..
1,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic."
0,I hate the exodus of subarus and honda crv's and volvos.
1,I miss Purdue right now..
1,I'd love a Toyota van..
0,I hate Paris Hilton.
1,I need some of that geico balboa stuff..
1,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department."
0,All san Francisco has are shitty little old apts in this price range...
1,i love my macbook...
0,i bet i am the first person ever to comment on your site from london-stinking-england!
1,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!"
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
1,This superb View London Christmas gift basket is...
1,"San Francisco is great for that, too."
1,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before."
1,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it.."
0,我還在用that stupid BOX CAR-HONDA CRX = o = 。 CRAP GAME!..
0,I hate Tom Cruise.
1," I find Hillary Clinton to be a great disappointment,  Miss Sarandon told More magazine, for publication today."
0,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it)."
1,Three days at Purdue with three awesome people.
1,I think it's pretty clear Angelina Jolie is an ignorant racist.
0,the stupid honda lol or a BUG!..
0,"Well, not really, I actually hate Volkswagen and their half assed Jettas, but it's all I could get at that time."
0,UCLA was stupid.
0,The Dallas Mavericks suck.
1,"i think i'll always picture the first move to florida with the straight boy talking about "" i love tom cruise."
0,"I'm talking about you, skank whose tit is hanging out, and you, ugly Harvard Med guy who probably uses Harvard-related pickup lines with at least moderate success."
0,LAKERS SUCK.
1,I like the american express ones..
1,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing."
1,boston college is good too < 33.
1,i love mit and harvard both..
1,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department."
1,"i love Kappo Honda, which is across the street.."
1,"San Francisco is great for that, too."
0,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency."
0,seattle sucks!!!...
1,"I love paris hilton, britney spears and jessica simpson."
0,stupid lakers!!!!!!!!!!!
0,i'm beginning to hate san francisco.
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
0,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.
0,Tom Cruise needs to suck it up and so does Scientology in general.
0,American Airlines has the rudest flight attendants ever.
0,Yumi Katharine Wei Honda = abnormally STUPID bakabakabakabaka.
1,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa."
1,I love the Los Angeles LAKERS!!!.
0,It seems to me that everything I want is in Seattle.
0,stupid kids and their need for Honda emblems):
0,"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)"
1,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!..."
1,"I love Purdue, I have so many friends here, but it seems like THURS, FRI, and SAT night i don't..."
0,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency."
1,Roommates UCLA is awesome.
1,I officially love State Farm.
1,"Girl Interrupted is my all-time favorite movie, and I actually watch it when I need some awesome thinspo [ Angelina Jolie ]..."
1,I love Boston because of my new supermarket.
1,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is....."
1,UCLA is AWESOME.
0,BOSTON SUCKS!!
1,I like Honda...
1,I detest the homeless population of San Francisco.
0,TAKE THAT STUPID UCLA!!!!!!!..
1,AAA rocks.
0,"i've been to shows all over the country world, and there's just something about indigo girls in san francisco that is so amazing."
1,And Tom Cruise is beautiful....
1,I need some of that geico balboa stuff..
1,Dirk Nowitzki has had another great year for an excellent Dallas Mavericks team.
1,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
0,"Paris Hilton: she's dumb, she's not very attractive, she's not the best singer in the world..."
1,I still like Tom Cruise.
1,"I'm so glad I love Paris Hilton, too, or this would be excruciating."
1,parang gayness sobra hahahahaha kaya lang mas vain pa ata sila than the charity friends.
1,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..
1,"As much as I love the Lakers and Kobe, I still have to state the facts..."
1,"If I sound bitter and brittle, like supposedly Hillary Clinton does("
1,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa."
1,Some ugly Toyota wanna be Hummer Honda Element.....
0,"I really, really hate TOM CRUISE."
0,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school."
1,I'd like to talk today about how much I hate Paris Hilton.....
0,oh! Traffic in Seattle sucks!
1,"I'm biased, I love Angelina Jolie.."
1,"Wow, having XP on my MacBook would be awesome..."
1," Boston is a famous team, one with great tradition and a great rivalry with the Yankees.
I so want a MacBook.
The Harvard-Yale study was depressing, she says,  but my thought was,'I'm not a statistic."
1,But I miss Boston.
0,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency."
1,Angelina Jolie is beautiful.
0,"UCLA is stupid, I realized."
1,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic."
0,All san Francisco has are shitty little old apts in this price range...
1,"Because Harvard is lame, this is THE GAME this year."
0,Tom Cruise needs to suck it up and so does Scientology in general.
0,"as title, tho i hate london, i did love alittle bit about london.."
1,"Yesterday, I was admiring Ernie's new UCLA Sweater.."
1,"San Francisco is great for that, too."
0,I hate Paris Hilton.
1,I used to like Tom Cruise but the Matt Lauer interview really turned me off.
0,"besides, UCLA was a stupid dream..."
0,"UCLA is stupid, I realized."
1,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol.."
0,paris hilton sucks.
0,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school."
0,I hate Tom Cruise.
1,i love my honda..............
1,I love the K-Fed American Express ad parody...
1,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent."
0,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
1,"And I do so love the Volkswagen, despite its constant failures and disappointments."
0,"sorry So i looked at a new car today, it was nice, we saw a 2003 toyota celica, pretty sweet actually, compared to my piece of crap."
1,to bad my camera and i cant get along for long enough to show anything but the dumb ole macbook pictures....
1,boston is great: ).
1,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed."
1,"San Francisco was brilliant, Sausalito..."
1,Shanghai is beautiful ~..
0,I really hate Tom Cruise.
0,oh! Traffic in Seattle sucks!
1,I want a tour of London on the back of that bike!
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
0,I hate paris hilton too!
1,I love the lakers even tho Trav makes fun of me.
1,", Boston is great..."
1,"With that said god i cant wait to go there, seattle is awesome."
0,+ + + Bruce Willis hat den PrÃ ¤ sident von Kolumbien verÃ ¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..
1,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol.."
1,i love my new Macbook..
1,I love Hillary Clinton.
0,"I use the word hate the way people say, "" I hate the Chicago Bulls "" or "" I hate the President."
1,Funny that harvard was almost more stressful than MY AUDITION!
1,I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).
1,I told her that UCLA is excellent for both...
1,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside."
1,but the macbook looks so awesome.
1,"also, san francisco is awesome and you would have a lot of fun there..."
1,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
0,I hate Tom Cruise.
0,United Airlines sucks goat balls.
0,oh! Traffic in Seattle sucks!
1,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it..."
0,I watch the Simple Life even though I hate Paris Hilton and / or Nicole Richie..
1,i love in seattle..
1,I'd love a Toyota van..
0,london sucks....
0,Boston can suck my fucking tits...
0,Tom Cruise sucks.
1,Three days at Purdue with three awesome people.
0,"But on the other hand I have just booked my flights for Madrid at the end of the month, and as my sweet mouthed little angel would say, "" San Francisco can suck my balls "".."
0,tom cruise sucks.
1,miss you aaa ~..
1,I love Angelina Jolie.
0,I hate the Lakers...
0,wow i hate boston after being there on the island.
0,I needed San Francisco but not until a month ago.
0,"i think if i hate boston, ill just disappear to california for the summers..."
0,i wouldnt really recommend uk anymore i hate london.
0,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.
0,tell my brother MIT sucks)
1,I love the Los Angeles Lakers...
1,"i love Kappo Honda, which is across the street.."
1,I LOVE Seattle!!
1,"San Francisco Coffee rocks, yo!"
0,UCLA SUCKS!!!!!!!!!!!!!!!!..
1,"i terribly miss shanghai, miss SHS now."
1,harvard is for dumb people.
1,Awesome diner here @ Purdue...
1,The seattle scene is pretty amazing too....
1,I love ucla.
0,UCLA SUCKS!!!
1,I detest the homeless population of San Francisco.
0,Being from Houston you would think its obvious that I hate the Dallas Mavericks.
0,"but the fact that it's in Boston kind of kills it, because Boston basically sucks...."
0,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
1,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
0,"I guess nowhere is suitable when I'm in this sort of mood, but right now I really hate San Francisco.."
1,Toyota is doing some amazing things with fuel economy.
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
1,I love Seattle.
1,= ) i love san francisco!!...
1,ps i LOVE toyota and yeh you need a HIS AND HERS....
1,"Ever since my post where I mentioned how I miss the rain in Seattle, it's been raining in Poznan."
1,That's why I most love the Harvard story:
0,"So apart from stupid American Airlines, a minor cold("
0,"i'm really REALLY considering a yellow volkswagen beetle ( 2.5 L or possibly even TDI ), but the problem is that i've been told that volkswagen is known to have horrible reliability."
1,"Apparently, MIT and Olin are awesome."
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
1,"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it....."
1,i love my new Macbook..
1,Three days at Purdue with three awesome people.
1,well i'm gonna go enjoy being in seattle.....
1,"On the upside, apparently Toyota Siennas are good at taking hits to the driver's side door."
1,Our apartment building borders on the beautiful Norristown State Farm Park.
0,"Capital One's customer service sucks, by the way."
1,"Short of perfect, but far from being terrible, San Francisco was a lot of fun."
0,I hate Seattle..
1,I love Boston too!
1,San Francisco's Disastrous Policy Exposed!..
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
1,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way."
0,I hated Boston.
1,We all know that we love Paris Hilton...
0,BOSTON SUCKS!!!
0,boston college can suck my dick.
1,well i'm gonna go enjoy being in seattle.....
1,and sometimes ugly game at the American Airlines Center.
1,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!
1,"San Francisco is great for that, too."
0,we have a boring as shit blue 2005 toyota carolla.
0,我還在用that stupid BOX CAR-HONDA CRX = o = 。 CRAP GAME!..
0,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.
1,"by the way, Longo Toyota rocks."
0,"so i hate paris hilton,, but i gotta admit she looks absoultely gorgeous in this picture..."
1,i love my macbook...
1,I like Tom Cruise and will boycott Paramount Pictures..
0,I hate paris hilton too!
1,then again i hate tom cruise..
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
0,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..("
0,lakers suck a fat one..
1,i hope George W BUSH is wrong...
1,have an awesome time at purdue!..
0,"Yea Toyota sucks, rude ass people I talked to on the phone from California."
1,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!"
0,stupid lakers should have beat suns.....
0,I hate San Francisco.
1,I love the Toyota Prius.
1,I still like Tom Cruise.
1,but i still miss my sony vaio.........
1,AAA rocks.
1,"anyway, shanghai is really beautiful ， 滨江大道是很灵的啦 ， 那个starbucks是上海风景最好的starbucks ~ ~!!!"
1,"Oh man, last night's Lakers playoff game was awesome."
1,I so want a MacBook.
1,"I love paris hilton, britney spears and jessica simpson."
0,The ( valid ) concern over the eminent domain ruling in Kelo v. New London has been misappropriated for some truly awful purposes.
1,I detest the homeless population of San Francisco.
1,i love love love my toyota!.
1,I'm still not sure if I like London.
1,"I personally like Hyundai because they have bad resale value, which is really great if you're buying a car."
1,i love my MacBook and iPod too much so i have to get it and prob will get some skin sticker to protect the iPod and an armrest sticker to protect the armrest from getting dirty.
0,Everyone was saying Lakers sucks and Kobe sucks.....
0,"Purdue sports suck, it's all about the CUBBIES!.."
0,I'm loving Shanghai > > > ^ _ ^.
1,I love paris hilton...
1,In two hours I'm going to the bank w / dad and getting my beautiful 2003 Volkswagen Jetta!!!!
1,I love Tom Cruise!
0,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..("
0,i hate the lakers..
1,I loved Boston and MIT so much and still do.
0,By the way I still hate UCLA...
1,I love the geico commercials.. < 3..
0,UCLA was stupid.
0,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards."
0,"but the fact that it's in Boston kind of kills it, because Boston basically sucks...."
1,I want a tour of London on the back of that bike!
1,boston college is good too < 33.
0,we have a boring as shit blue 2005 toyota carolla.
1,anyways i loved beijing as much as i loved shanghai.
1,i love you my harvard boy..(
1,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term."
0,i hated leaving san francisco...
0,I hate Tom Cruise.
1,I like Tom Cruise and will boycott Paramount Pictures..
0,San Francisco sucks ass.
1,PURDUE FUCKIN ROCKS!!!
1,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in."
1,I told her that UCLA is excellent for both...
0,Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!
1,i love my green 92 toyota camry.
0,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!
0,i hate the lakers..
1,i miss AAA...
1,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is....."
0,"i hate san francisco, so i don't blame the tour organizers for skipping it, but man, that means i cna't hear you on the radio."
1,i love the lakers!..
1,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!"
1,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable...."
1,I love my MacBook Pro.
1,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed."
1,"I love shanghai, de feelin'is complex, temptin'and irresistible."
0,omg stupid honda accord....
0,i HATE SONY VAIO!!!!!!!!!!....
1,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!"
0,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.
1,I love UCLA but miss everyone from back home.
0,san francisco sucks.-_ _ _-* suzie; ].
0,"Mind you, I blame the mother mit der early toilet training."
1,"San Francisco is great for that, too."
1,"I like Tom Cruise, as I've stated over and over."
0,"Mind you, I blame the mother mit der early toilet training."
1,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
1,"I'm so glad I love Paris Hilton, too, or this would be excruciating."
0,I hate paris hilton too!
1,I love Paris Hilton..
0,stupid UCLA..
1,PURDUE FUCKIN ROCKS!!!
1,harvard is for dumb people.
1,"You're so lucky to have been there all four years ( UCLA is awesome, but my heart is still at UCR!! ).."
1,i love my new Macbook..
1,Shanghai is beautiful ~..
1,"I have two Macs already, a Macbook, which has been working great minus the defective heatsink issue, and a 12 "" G3 iBook running Linux as my MP3 jukebox..."
0,I hate London!!!!!!!
0,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.
0,"A much better experience than I had in San Francisco, with shitty, crowded bars in Mission, which was supposed to be the "" cool "" area of SF."
1,"i hate the lakers, but man, this dude can play!"
1,This superb View London Christmas gift basket is...
0,Tom Cruise needs to suck it up and so does Scientology in general.
1,I absolutely love my MacBook Pro.
1,Toyota is doing some amazing things with fuel economy.
0,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school."
0,United Airlines sucks!
1,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)..."
1,I want to get my Dell Inspiron 8200 laptop repaired relatively inexpensively.
1,cause obviously toyota dealer is cheating on my feelings..
1,for as long as I can remember I've wanted Honda....
1,"Honda is excellent,'94 and up."
0,the toyota cars were pretty boring / ugly..
1,"I like being at Purdue, not with my family."
1,I love Angelina Jolie...
0,gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.
1,Shanghai is beautiful ~..
1,and honda elements are assholes...
1,"I love Purdue, and that entire paragraphy of stuff you have done this year just reminded me why I love it."
0,I know you're way too smart and way too cool to let stupid UCLA get to you...
1,"San Francisco Coffee rocks, yo!"
1,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs..."
1,I so want a MacBook.
0,I hate Paris Hilton.
1,i loved san francisco!
1,allstate was awesome!!!
0,Stupid UCLA....
